train_acc,train_loss,val_acc,val_loss
0.7604200000000001,0.767145,0.8482278481012658,0.44027907
0.85877,0.4017301,0.8606329113924052,0.37717113
0.8738900000000001,0.34748068,0.8700632911392405,0.37042904
0.88229,0.31420195,0.8728481012658228,0.35178337
0.8900800000000001,0.29036602,0.8782278481012658,0.33338726
0.89586,0.27178863,0.8831645569620252,0.34186926
0.9010199999999999,0.25276476,0.880632911392405,0.34405914
0.90519,0.23937917,0.884873417721519,0.33335412
0.9099700000000001,0.22562276,0.8847468354430379,0.34917802
0.9139400000000001,0.21249405,0.8813291139240507,0.35691413
0.91855,0.20020926,0.8832278481012659,0.36638626
0.92043,0.19204114,0.8824683544303797,0.365911
0.92371,0.18299429,0.8831645569620252,0.37274998
0.92831,0.17177133,0.8802531645569619,0.40500525
0.93048,0.16691002,0.8826582278481013,0.40799147
0.93307,0.15802069,0.8800632911392405,0.4094043
0.9354099999999999,0.15269609,0.8814556962025315,0.42749742
0.93829,0.14568804,0.8778481012658227,0.48283777
0.9390199999999999,0.14215568,0.8782278481012658,0.44118568
0.9425,0.13608025,0.8753797468354431,0.46370727
0.94407,0.13128789,0.8771518987341774,0.48652083
0.9470299999999999,0.12370456,0.8785443037974684,0.4564645
0.94856,0.12447504,0.8753164556962026,0.46609324
0.95143,0.11707152,0.8762025316455696,0.51729566
0.95155,0.11410871,0.8779746835443037,0.5599755
0.95346,0.1115096,0.8763924050632913,0.53582984
0.9533400000000001,0.11134242,0.874873417721519,0.5333523
0.9560700000000001,0.105128706,0.8757594936708861,0.57207936
0.95665,0.102294214,0.8770886075949366,0.5576051
0.9591300000000001,0.09949391,0.8715822784810129,0.6211511
0.95932,0.09731878,0.8672151898734176,0.6223669
0.9608099999999999,0.09560542,0.8739240506329113,0.55253816
0.96149,0.09306957,0.8740506329113922,0.61779034
0.9640100000000001,0.08903973,0.8771518987341771,0.5861027
0.9634299999999999,0.089079775,0.8749367088607596,0.59696305
0.96556,0.084151685,0.8724683544303797,0.66101086
0.96552,0.08595948,0.8731645569620252,0.6854902
0.96604,0.084323175,0.8734177215189873,0.6822086
0.96757,0.080850296,0.8720886075949369,0.63442904
0.9689500000000001,0.07616495,0.8722784810126581,0.68561363
0.96891,0.07801191,0.871772151898734,0.6259916
0.9696100000000001,0.07547978,0.8725949367088608,0.63931143
0.9706500000000001,0.07274681,0.8709493670886075,0.6887034
0.9706500000000001,0.07305209,0.870253164556962,0.77151096
0.97245,0.07157526,0.8696202531645572,0.7547263
0.9718400000000001,0.0712245,0.8683544303797468,0.7184415
0.97369,0.06574751,0.8731012658227849,0.7340304
0.9744400000000001,0.06646496,0.8729746835443039,0.7866489
0.97372,0.06657669,0.8737341772151898,0.6853971
0.9750800000000002,0.06477259,0.8718354430379749,0.8087571
0.9751500000000001,0.0632895,0.8732911392405063,0.79299915
0.97696,0.058908798,0.8701265822784809,0.8100188
0.9769700000000001,0.06053736,0.8670886075949366,0.7664708
0.97722,0.059872247,0.8686075949367087,0.8076733
0.9785700000000002,0.05619668,0.8658860759493671,0.82148397
0.9781000000000002,0.057586167,0.8696835443037975,0.7778758
0.9781500000000001,0.057364125,0.8720886075949367,0.8369326
0.9797300000000001,0.053786058,0.8712025316455695,0.7906574
0.9795600000000001,0.0554693,0.8725316455696199,0.853325
0.9789900000000001,0.055545695,0.8701898734177216,0.88458645
0.9793600000000001,0.054861337,0.8725949367088608,0.88541067
0.9804,0.051550806,0.8697468354430381,0.88312393
0.9819900000000001,0.049365584,0.8735443037974684,0.9020677
0.9803300000000001,0.051846776,0.8691139240506328,0.8821796
0.9824200000000001,0.04796486,0.8718987341772151,0.95043397
0.9817100000000001,0.04924983,0.8722151898734177,0.9517994
0.9820600000000002,0.049455494,0.8711392405063292,0.8747646
0.9832500000000001,0.045487057,0.867721518987342,0.9531787
0.98325,0.04654302,0.8665189873417719,0.9920612
0.9835100000000001,0.046319213,0.8677848101265824,0.9612021
0.9816500000000001,0.04987285,0.8686708860759493,0.9272857
0.9848900000000002,0.041396506,0.8697468354430381,0.97288424
0.9834000000000002,0.0465712,0.8673417721518989,0.8731359
0.98319,0.045891576,0.8680379746835442,0.9917769
0.9846900000000002,0.042992722,0.8676582278481013,0.89418495
0.9849600000000002,0.04215539,0.8699367088607595,0.91458845
0.9842000000000001,0.044425644,0.869240506329114,0.93788034
0.9847300000000001,0.042202257,0.869367088607595,0.9373932
0.9852000000000001,0.04157566,0.8667721518987341,1.005967
0.9851500000000001,0.04177252,0.8688607594936707,0.8982971
0.9853800000000001,0.04151227,0.8706962025316455,0.91248864
0.9859800000000001,0.039304037,0.8667721518987341,0.9353717
0.9850700000000001,0.043323297,0.8681012658227848,0.89042914
0.9856900000000002,0.0395021,0.8683544303797469,0.97636276
0.986,0.039261382,0.8700632911392406,1.0262296
0.9858800000000001,0.041512113,0.8691139240506328,0.9353174
0.9853900000000001,0.04023092,0.8690506329113924,0.93125886
0.9860900000000001,0.0388191,0.8701265822784809,1.0227429
0.9878000000000001,0.03448798,0.8671518987341772,1.0954533
0.9867100000000002,0.038396776,0.8675316455696203,0.92300963
0.9869700000000001,0.036867876,0.8671518987341773,0.9215623
0.9867,0.038091063,0.8632911392405064,0.9425645
0.9865800000000001,0.038656387,0.8667088607594936,0.9462561
0.98701,0.03613212,0.8699367088607595,1.0040907
0.9867400000000002,0.03828179,0.869240506329114,0.9977506
0.9870300000000001,0.036364723,0.8675949367088607,1.0012892
0.9871900000000001,0.037260763,0.8710759493670885,0.9464713
0.98767,0.035431776,0.8664556962025317,0.96005934
0.9870200000000001,0.03769525,0.8718987341772151,1.0018293
0.9884200000000001,0.033910505,0.869367088607595,1.117005
