train_acc,train_loss,val_acc,val_loss
0.70998,0.9384694,0.825253164556962,0.51041037
0.8361,0.4731958,0.8427215189873416,0.44211516
0.8550899999999999,0.4107107,0.8594303797468356,0.3992024
0.8639,0.37849936,0.8660126582278482,0.37296936
0.8716900000000001,0.35566652,0.8701265822784807,0.34877974
0.8764700000000001,0.3369525,0.8720886075949369,0.36269203
0.88171,0.32146534,0.8687974683544303,0.3735849
0.88535,0.30884197,0.8768354430379747,0.33720315
0.88973,0.29603666,0.8811392405063291,0.33848524
0.89304,0.28369418,0.8848734177215192,0.33126703
0.89651,0.27427602,0.8826582278481013,0.3351924
0.89737,0.26708832,0.882974683544304,0.3463565
0.90052,0.25618786,0.8848101265822784,0.33795717
0.90346,0.2478101,0.8832911392405064,0.3417974
0.90638,0.23977517,0.8811392405063293,0.34403884
0.9081500000000001,0.23253006,0.8802531645569619,0.35254452
0.9096500000000001,0.22683874,0.8827848101265824,0.34936425
0.91251,0.21833278,0.8795569620253164,0.37252894
0.9134599999999999,0.21470316,0.8811392405063293,0.36743662
0.9166700000000001,0.20714477,0.878607594936709,0.38809332
0.91803,0.20144872,0.8778481012658227,0.39007694
0.91893,0.19622986,0.88,0.39158404
0.9205399999999999,0.19133666,0.8729113924050634,0.3957409
0.9230499999999999,0.18461591,0.875886075949367,0.41255483
0.92546,0.18019278,0.8802531645569622,0.41357732
0.9250999999999999,0.17857225,0.8730379746835443,0.4315143
0.9277799999999999,0.17383131,0.8679113924050632,0.4647707
0.92907,0.16978066,0.8774683544303798,0.43205765
0.9294,0.16566853,0.8760126582278481,0.45828643
0.93177,0.16278562,0.8765189873417722,0.44722563
0.9342199999999999,0.15552692,0.8701898734177218,0.48438233
0.9351099999999999,0.15552804,0.8733544303797469,0.48376483
0.93516,0.15491526,0.8708860759493671,0.49023452
0.93843,0.1490606,0.8722151898734177,0.50555885
0.93678,0.14759518,0.870506329113924,0.5239479
0.9398099999999999,0.14258002,0.8698101265822785,0.50698215
0.9388599999999999,0.14299083,0.871645569620253,0.52691436
0.9423599999999999,0.13791919,0.8694303797468355,0.5471685
0.9436599999999999,0.13326627,0.8730379746835443,0.5559837
0.94344,0.13442148,0.869620253164557,0.57528806
0.9431199999999998,0.13527815,0.8739240506329113,0.55315286
0.9469399999999999,0.12525174,0.8699367088607595,0.5610646
0.94672,0.1263992,0.8698734177215189,0.5724237
0.9472299999999999,0.124970086,0.8709493670886077,0.58907145
0.94804,0.122822404,0.8656962025316454,0.62753004
0.9474199999999998,0.12501554,0.8665822784810128,0.60966724
0.95048,0.11877236,0.8674683544303797,0.66216063
0.95048,0.11868047,0.8711392405063291,0.6315969
0.9519200000000001,0.114908464,0.8700632911392406,0.6569946
0.9517399999999999,0.115518875,0.8676582278481011,0.6522973
